DATES,CAR,SGJ,1834,JMMBGL,JSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/11/2020, 6.60 , 48.15 , 1.00 , 31.51 , 17.97 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/11/2020, 6.60 , 46.72 , 0.95 , 31.50 , 18.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/11/2020, 6.60 , 47.95 , 0.97 , 31.89 , 18.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/11/2020, 6.60 , 45.06 , 0.95 , 32.00 , 18.32 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/11/2020, 6.59 , 45.20 , 0.95 , 32.00 , 19.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/2020, 6.55 , 46.00 , 0.95 , 31.98 , 19.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/11/2020, 6.50 , 46.85 , 0.98 , 31.90 , 19.87 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/11/2020, 6.45 , 46.85 , 0.88 , 33.00 , 19.90 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/11/2020, 6.48 , 45.14 , 0.98 , 32.35 , 19.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/11/2020, 6.45 , 45.10 , 0.98 , 33.00 , 18.62 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/11/2020, 6.43 , 47.99 , 0.98 , 35.00 , 19.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/11/2020, 6.50 , 46.00 , 0.88 , 35.00 , 21.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2020, 6.45 , 45.00 , 0.98 , 33.22 , 20.75 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020, 6.43 , 45.00 , 0.98 , 35.00 , 20.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2020, 6.42 , 45.00 , 0.98 , 33.00 , 20.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/2020, 6.47 , 44.50 , 0.98 , 35.00 , 19.55 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2020, 6.49 , 47.49 , 0.77 , 35.01 , 20.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2020, 6.45 , 43.12 , 0.98 , 33.01 , 19.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2020, 6.46 , 44.00 , 0.98 , 35.00 , 18.27 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2020, 6.46 , 41.41 , 0.82 , 35.00 , 18.76 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2020, 6.50 , 46.50 , 0.82 , 34.00 , 18.28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/12/2020, 6.43 , 45.00 , 0.82 , 34.00 , 18.76 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/12/2020, 6.51 , 45.00 , 0.97 , 34.50 , 19.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/12/2020, 6.59 , 45.00 , 0.97 , 33.00 , 18.76 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/12/2020, 6.55 , 44.00 , 0.98 , 32.00 , 19.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/12/2020, 6.43 , 44.50 , 0.98 , 35.00 , 19.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2020, 6.59 , 43.48 , 0.98 , 32.07 , 19.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2020, 6.59 , 42.51 , 0.90 , 33.00 , 19.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/12/2020, 7.00 , 45.00 , 0.98 , 32.99 , 19.85 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/12/2020, 7.35 , 45.00 , 0.98 , 34.00 , 19.70 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/12/2020, 7.25 , 44.95 , 0.98 , 33.50 , 19.62 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/12/2020, 6.99 , 43.51 , 0.99 , 31.75 , 19.72 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/12/2020, 7.30 , 44.95 , 0.98 , 33.97 , 19.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2020, 7.25 , 44.25 , 0.98 , 36.50 , 20.04 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
