DATES,CAR,SGJ,1834,JMMBGL,JSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/6/2019, 8.73 , 53.38 , #N/A N/A , 38.67 , 19.72 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/6/2019, 8.42 , 53.14 , 1.07 , 39.02 , 19.92 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/6/2019, 8.03 , 54.04 , 1.07 , 38.91 , 20.02 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/6/2019, 7.86 , 55.09 , 1.05 , 39.03 , 21.06 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/6/2019, 8.19 , 55.58 , 1.06 , 38.75 , 22.19 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/6/2019, 8.17 , 58.40 , 1.06 , 38.50 , 25.01 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/6/2019, 8.19 , 58.70 , 1.06 , 38.69 , 27.60 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/6/2019, 8.16 , 56.85 , 1.00 , 38.89 , 29.29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/6/2019, 8.19 , 56.63 , 0.75 , 39.12 , 26.95 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/6/2019, 8.04 , 55.92 , 0.82 , 39.65 , 25.58 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/6/2019, 8.02 , 57.50 , #N/A N/A , 39.99 , 28.02 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2019, 8.03 , 57.55 , 0.90 , 41.34 , 27.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/2019, 7.95 , 57.48 , 0.90 , 43.04 , 28.14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2019, 7.94 , 55.43 , 1.04 , 44.38 , 29.02 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2019, 8.00 , 56.42 , 1.10 , 46.35 , 28.53 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2019, 7.98 , 56.63 , 1.10 , 47.85 , 28.61 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2019, 7.99 , 56.70 , 1.08 , 47.89 , 29.53 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/2019, 8.00 , 57.19 , #N/A N/A , 53.00 , 30.08 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/2019, 7.91 , 57.27 , 1.05 , 51.07 , 33.25 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2019, 7.92 , 57.37 , 1.05 , 46.97 , 31.18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2019, 7.83 , 57.10 , 1.03 , 52.49 , 32.64 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/7/2019, 7.80 , 57.01 , 1.03 , 53.16 , 30.36 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/7/2019, 7.82 , 57.00 , 1.03 , 52.59 , 32.79 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/7/2019, 7.88 , 57.50 , 1.13 , 52.63 , 34.24 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/7/2019, 7.81 , 56.75 , 1.09 , 47.91 , 34.53 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/7/2019, 7.88 , 56.80 , #N/A N/A , 53.20 , 36.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/7/2019, 7.88 , 56.79 , 1.15 , 51.06 , 37.44 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/7/2019, 7.89 , 56.05 , 1.10 , 52.58 , 37.87 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/7/2019, 7.83 , 55.78 , #N/A N/A , 52.55 , 38.51 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/7/2019, 7.88 , 55.52 , 0.82 , 53.31 , 37.01 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/7/2019, 7.92 , 55.44 , #N/A N/A , 51.30 , 33.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/7/2019, 7.91 , 55.00 , 0.90 , 47.04 , 32.12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/7/2019, 7.89 , 55.58 , #N/A N/A , 51.95 , 29.40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/7/2019, 7.90 , 56.67 , #N/A N/A , 51.41 , 29.28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2019, 7.95 , 55.58 , 0.98 , 52.85 , 28.39 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2019, 7.89 , 54.25 , #N/A N/A , 52.34 , 28.25 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/2019, 7.95 , 53.19 , 1.09 , 52.12 , 25.19 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/2019, 7.98 , 55.15 , 1.03 , 51.84 , 22.84 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2019, 7.87 , 56.47 , #N/A N/A , 51.52 , 18.07 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2019, 8.18 , 55.92 , 1.02 , 50.27 , 25.58 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/8/2019, 8.19 , 55.62 , 1.03 , 49.68 , 28.49 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/8/2019, 7.97 , 53.11 , 1.00 , 48.79 , 29.58 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/8/2019, 7.92 , 54.49 , #N/A N/A , 49.72 , 29.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/8/2019, 7.91 , 56.10 , 1.03 , 49.93 , 30.01 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/8/2019, 8.02 , 54.42 , 1.03 , 51.26 , 30.02 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/8/2019, 7.91 , 56.98 , 1.00 , 52.63 , 29.92 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/8/2019, 7.97 , 56.55 , 1.07 , 52.66 , 30.02 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/8/2019, 8.02 , 55.24 , 1.07 , 52.64 , 30.96 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/8/2019, 7.95 , 57.21 , #N/A N/A , 52.55 , 31.56 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/8/2019, 8.10 , 55.07 , 1.00 , 51.15 , 29.69 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/8/2019, 8.57 , 55.17 , 1.13 , 49.31 , 28.40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/8/2019, 8.50 , 55.12 , 1.13 , 49.90 , 27.28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/8/2019, 8.53 , 54.29 , 1.12 , 50.49 , 24.84 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/8/2019, 8.68 , 54.37 , 1.20 , 50.66 , 25.36 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/9/2019, 8.40 , 55.90 , 1.16 , 49.83 , 25.30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2019, 8.57 , 55.37 , 1.22 , 49.58 , 25.81 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/2019, 8.53 , 55.60 , 1.22 , 49.25 , 23.80 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/2019, 8.44 , 57.00 , 1.23 , 49.39 , 25.77 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/9/2019, 8.40 , 57.48 , 1.19 , 49.49 , 24.88 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2019, 8.75 , 55.46 , 1.17 , 49.45 , 24.67 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/2019, 8.80 , 56.38 , 1.17 , 47.95 , 23.97 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2019, 8.55 , 56.49 , 1.20 , 48.93 , 25.76 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2019, 8.31 , 54.28 , 1.23 , 48.36 , 24.76 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/9/2019, 8.38 , 56.21 , 1.23 , 47.08 , 25.54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/9/2019, 8.50 , 57.50 , 1.17 , 48.00 , 27.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/9/2019, 8.06 , 56.66 , 1.17 , 47.45 , 26.61 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/9/2019, 8.32 , 56.60 , 1.01 , 43.92 , 25.70 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/9/2019, 8.00 , 57.01 , 1.06 , 46.81 , 25.58 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/9/2019, 8.15 , 57.50 , 1.11 , 46.37 , 26.02 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/9/2019, 8.27 , 57.50 , 1.19 , 46.00 , 26.77 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/9/2019, 8.38 , 58.93 , 1.18 , 41.42 , 25.42 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/9/2019, 8.50 , 60.01 , 1.09 , 41.13 , 25.77 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/9/2019, 8.10 , 59.96 , 1.15 , 43.09 , 26.64 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/9/2019, 8.48 , 60.85 , 1.06 , 44.79 , 27.21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/9/2019, 8.13 , 61.51 , 1.10 , 43.56 , 26.57 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2019, 8.12 , 61.31 , 1.18 , 46.51 , 27.37 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/10/2019, 8.14 , 61.64 , #N/A N/A , 45.63 , 27.17 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/2019, 8.13 , 61.78 , #N/A N/A , 45.12 , 27.43 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2019, 8.27 , 61.50 , 1.03 , 46.28 , 27.16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2019, 8.29 , 58.01 , 1.05 , 39.09 , 27.98 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2019, 8.03 , 58.62 , #N/A N/A , 43.68 , 29.03 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2019, 8.01 , 58.63 , #N/A N/A , 42.10 , 29.79 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2019, 8.01 , 59.06 , #N/A N/A , 41.79 , 29.76 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2019, 8.09 , 57.93 , 1.03 , 42.66 , 28.60 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/10/2019, 8.03 , 57.25 , #N/A N/A , 42.64 , 28.64 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/10/2019, 8.08 , 56.83 , #N/A N/A , 42.67 , 28.60 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/10/2019, 8.17 , 57.23 , 1.04 , 41.21 , 28.98 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/10/2019, 8.06 , 56.11 , 1.10 , 40.98 , 28.67 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/10/2019, 8.08 , 58.29 , 1.10 , 40.09 , 28.59 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/10/2019, 8.00 , 56.56 , 1.08 , 40.80 , 28.41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/10/2019, 8.00 , 55.97 , 1.04 , 41.80 , 28.12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/10/2019, 7.96 , 55.72 , 1.14 , 40.51 , 28.21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/10/2019, 7.95 , 55.82 , 1.14 , 39.35 , 28.34 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/10/2019, 7.89 , 53.25 , #N/A N/A , 39.88 , 28.24 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/10/2019, 7.90 , 52.13 , 1.05 , 40.98 , 28.90 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/10/2019, 7.90 , 53.21 , 1.05 , 41.07 , 28.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/10/2019, 8.08 , 55.19 , 1.11 , 42.38 , 29.19 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2019, 8.65 , 56.63 , #N/A N/A , 42.24 , 29.42 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/2019, 8.51 , 57.20 , 1.15 , 42.48 , 29.91 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2019, 8.29 , 55.68 , 1.14 , 41.99 , 29.21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2019, 8.44 , 57.57 , 1.14 , 41.56 , 29.76 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/2019, 8.61 , 55.25 , #N/A N/A , 41.92 , 29.39 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/2019, 8.11 , 57.04 , #N/A N/A , 42.91 , 30.15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2019, 8.36 , 55.13 , 1.04 , 43.00 , 31.61 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2019, 8.71 , 55.21 , 1.14 , 42.98 , 31.67 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/11/2019, 8.73 , 55.55 , 1.14 , 43.00 , 33.39 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/11/2019, 8.73 , 55.43 , 1.24 , 42.86 , 34.39 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/11/2019, 8.71 , 52.87 , 1.22 , 42.27 , 31.13 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/11/2019, 8.63 , 52.12 , 1.20 , 42.60 , 28.54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/11/2019, 8.56 , 55.00 , 1.15 , 42.79 , 27.15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/2019, 8.34 , 54.63 , 1.12 , 43.35 , 28.66 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2019, 8.19 , 54.50 , 1.16 , 44.95 , 29.65 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/11/2019, 8.33 , 52.95 , 1.17 , 45.23 , 27.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/11/2019, 8.35 , 55.73 , 1.17 , 46.33 , 25.28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/11/2019, 8.48 , 54.43 , 1.20 , 46.82 , 25.29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/11/2019, 8.53 , 54.84 , 1.20 , 46.67 , 25.97 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/11/2019, 8.34 , 54.85 , #N/A N/A , 46.85 , 27.11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/11/2019, 8.13 , 54.05 , 1.20 , 46.32 , 27.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2019, 8.24 , 54.20 , 1.20 , 46.74 , 26.69 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2019, 8.12 , 55.90 , 1.18 , 47.46 , 26.98 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/2019, 8.35 , 56.00 , #N/A N/A , 48.00 , 27.58 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2019, 8.49 , 56.00 , 1.20 , 45.01 , 27.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/12/2019, 8.49 , 57.99 , 1.20 , 47.00 , 27.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2019, 8.49 , 57.99 , 1.20 , 47.00 , 27.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2019, 8.40 , 57.00 , 1.24 , 46.75 , 27.80 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2019, 8.40 , 57.50 , 1.25 , 47.00 , 27.80 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2019, 8.40 , 55.50 , 1.24 , 48.00 , 28.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/12/2019, 8.40 , 55.50 , 1.20 , 48.00 , 27.95 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/12/2019, 8.25 , 55.00 , 1.22 , 48.00 , 27.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/12/2019, 8.44 , 55.45 , 1.14 , 47.87 , 27.95 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/12/2019, 8.10 , 55.50 , 1.10 , 46.50 , 27.95 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/12/2019, 8.49 , 54.70 , 1.11 , 47.03 , 27.95 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/12/2019, 8.17 , 54.00 , 1.10 , 47.80 , 27.98 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/12/2019, 8.30 , 54.00 , 1.11 , 46.50 , 27.97 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/12/2019, 8.30 , 55.00 , 1.22 , 46.95 , 27.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2019, 8.15 , 55.50 , 1.22 , 46.94 , 27.97 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/12/2019, 8.20 , 55.01 , 1.22 , 45.85 , 27.95 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2019, 8.20 , 57.20 , 1.05 , 46.20 , 27.90 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2020, 8.20 , 56.00 , #N/A N/A , 47.50 , 27.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2020, 8.20 , 57.99 , 1.06 , 48.00 , 27.97 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/2020, 8.30 , 57.00 , #N/A N/A , 48.00 , 27.97 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2020, 8.30 , 57.00 , #N/A N/A , 48.00 , 27.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2020, 8.05 , 56.50 , 1.05 , 47.82 , 28.39 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2020, 8.20 , 58.00 , 1.21 , 48.00 , 28.38 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2020, 8.29 , 51.06 , 1.13 , 48.39 , 27.95 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/1/2020, 8.29 , 55.00 , 1.00 , 45.80 , 27.95 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/1/2020, 8.00 , 58.00 , 1.03 , 48.00 , 28.85 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/1/2020, 8.20 , 57.95 , 1.05 , 46.75 , 28.71 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/1/2020, 8.20 , 55.00 , 1.05 , 47.01 , 28.80 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/1/2020, 8.10 , 56.00 , 1.06 , 47.10 , 28.86 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/1/2020, 8.20 , 55.01 , 1.15 , 48.36 , 32.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/1/2020, 7.98 , 58.00 , 1.10 , 48.30 , 32.88 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/1/2020, 8.00 , 56.00 , 1.05 , 45.60 , 31.55 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/1/2020, 8.14 , 54.21 , 1.05 , 45.20 , 34.95 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/1/2020, 8.00 , 54.00 , #N/A N/A , 47.00 , 34.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/1/2020, 8.13 , 56.00 , 1.12 , 46.30 , 33.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/1/2020, 7.50 , 55.00 , 1.03 , 46.50 , 31.55 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/1/2020, 8.05 , 54.00 , 1.10 , 47.50 , 32.80 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/1/2020, 8.14 , 55.50 , 1.03 , 46.50 , 30.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/1/2020, 8.14 , 53.50 , 1.00 , 45.20 , 32.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/2020, 8.14 , 53.60 , 1.03 , 46.00 , 31.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2020, 8.05 , 57.00 , #N/A N/A , 46.00 , 32.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/2020, 8.00 , 55.00 , 1.01 , 45.00 , 31.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/2020, 8.05 , 56.99 , 1.00 , 43.70 , 31.40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2020, 8.09 , 54.50 , 1.00 , 43.00 , 30.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
